"Rank","Title","Subtitle","Author","Narrator","Length","Release","Language","Stars","Ratings","Price","URL"
"50","The Sandman",NA,"Neil Gaiman, Dirk Maggs","Riz Ahmed, Kat Dennings, Taron Egerton, Neil Gaiman, James McAvoy, Samantha Morton, Bebe Neuwirth, Andy Serkis, Michael Sheen","10 hrs and 54 mins","07-15-20","English","4.5 out of 5 stars","19,237 ratings","$34.95","https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z?ref=a_adblbests_c3_lProduct_3_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"51","The Fellowship of the Ring","Book One in The Lord of the Rings Trilogy","J. R. R. Tolkien","Rob Inglis","19 hrs and 7 mins","10-09-12","English","5 out of 5 stars","45,674 ratings","$38.49","https://www.audible.com/pd/The-Fellowship-of-the-Ring-Audiobook/B0099RKRTY?ref=a_adblbests_c3_lProduct_3_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"52","Rich Dad Poor Dad","What the Rich Teach Their Kids About Money - That the Poor and Middle Class Do Not!","Robert T. Kiyosaki","Tim Wheeler","6 hrs and 9 mins","06-15-12","English","5 out of 5 stars","58,782 ratings","$24.99","https://www.audible.com/pd/Rich-Dad-Poor-Dad-Audiobook/B008BT3C1Q?ref=a_adblbests_c3_lProduct_3_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"53","Never Split the Difference","Negotiating as if Your Life Depended on It","Chris Voss","Michael Kramer","8 hrs and 7 mins","05-17-16","English","5 out of 5 stars","46,206 ratings","$27.37","https://www.audible.com/pd/Never-Split-the-Difference-Audiobook/B01CF5O89G?ref=a_adblbests_c3_lProduct_3_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"54","Sorry I Missed You",NA,"Suzy Krause","Amanda Ronconi","9 hrs and 17 mins","06-01-20","English","4.5 out of 5 stars","410 ratings","$25.19","https://www.audible.com/pd/Sorry-I-Missed-You-Audiobook/1799750590?ref=a_adblbests_c3_lProduct_3_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"55","The Five Love Languages: The Secret to Love That Lasts",NA,"Gary Chapman","Gary Chapman","4 hrs and 46 mins","12-26-04","English","5 out of 5 stars","29,484 ratings","$19.59","https://www.audible.com/pd/The-Five-Love-Languages-The-Secret-to-Love-That-Lasts-Audiobook/B002V0GGFK?ref=a_adblbests_c3_lProduct_3_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"56","Didn't See That Coming","Putting Life Back Together When Your World Falls Apart","Rachel Hollis","Rachel Hollis","4 hrs and 58 mins","09-29-20","English","4.5 out of 5 stars","1,664 ratings","$20.52","https://www.audible.com/pd/Didnt-See-That-Coming-Audiobook/0063010550?ref=a_adblbests_c3_lProduct_3_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"57","Talking to Strangers","What We Should Know About the People We Don't Know","Malcolm Gladwell","Malcolm Gladwell","8 hrs and 42 mins","09-10-19","English","4.5 out of 5 stars","54,130 ratings","$30.79","https://www.audible.com/pd/Talking-to-Strangers-Audiobook/1549150340?ref=a_adblbests_c3_lProduct_3_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"58","The 7 Habits of Highly Effective People","Powerful Lessons in Personal Change","Stephen R. Covey","Stephen R. Covey","13 hrs and 4 mins","12-28-03","English","4.5 out of 5 stars","31,948 ratings","$28.30","https://www.audible.com/pd/The-7-Habits-of-Highly-Effective-People-Audiobook/B002V5HAL4?ref=a_adblbests_c3_lProduct_3_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"59","The Chronicles of Narnia Adult Box Set",NA,"C. S. Lewis","Kenneth Branagh, Alex Jennings, Michael York, Lynn Redgrave, Derek Jacobi, Jeremy Northam, Patrick Stewart","33 hrs and 45 mins","12-27-19","English","5 out of 5 stars","4,034 ratings","$53.61","https://www.audible.com/pd/The-Chronicles-of-Narnia-Adult-Box-Set-Audiobook/0061999881?ref=a_adblbests_c3_lProduct_3_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"60","Unfu*k Yourself","Get Out of Your Head and into Your Life","Gary John Bishop","Gary John Bishop","3 hrs and 24 mins","08-01-17","English","4.5 out of 5 stars","68,399 ratings","$20.52","https://www.audible.com/pd/Unfu-k-Yourself-Audiobook/B0731R4RFX?ref=a_adblbests_c3_lProduct_3_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=41BPD1Q4CM65B52A8VD6"
"61","The Silent Patient",NA,"Alex Michaelides","Jack Hawkins, Louise Brealey","8 hrs and 43 mins","02-05-19","English","4.5 out of 5 stars","50,154 ratings","$27.99","https://www.audible.com/pd/The-Silent-Patient-Audiobook/1250317533?ref=a_adblbests_c3_lProduct_4_1&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"62","Ready Player One",NA,"Ernest Cline","Wil Wheaton","15 hrs and 40 mins","08-16-11","English","5 out of 5 stars","232,339 ratings","$31.50","https://www.audible.com/pd/Ready-Player-One-Audiobook/B005FRGT44?ref=a_adblbests_c3_lProduct_4_2&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"63","The Four Agreements",NA,"don Miguel Ruiz","Peter Coyote","2 hrs and 31 mins","01-27-05","English","4.5 out of 5 stars","30,276 ratings","$14.95","https://www.audible.com/pd/The-Four-Agreements-Audiobook/B002VA3GJO?ref=a_adblbests_c3_lProduct_4_3&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"64","Sapiens","A Brief History of Humankind","Yuval Noah Harari","Derek Perkins","15 hrs and 17 mins","08-15-17","English","4.5 out of 5 stars","39,393 ratings","$34.22","https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q?ref=a_adblbests_c3_lProduct_4_4&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"65","The Stand",NA,"Stephen King","Grover Gardner","47 hrs and 47 mins","02-14-12","English","4.5 out of 5 stars","50,817 ratings","$63.00","https://www.audible.com/pd/The-Stand-Audiobook/B0077DEH7A?ref=a_adblbests_c3_lProduct_4_5&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"66","The Dutch House","A Novel","Ann Patchett","Tom Hanks","9 hrs and 53 mins","09-24-19","English","4.5 out of 5 stars","36,265 ratings","$30.79","https://www.audible.com/pd/The-Dutch-House-Audiobook/0062963708?ref=a_adblbests_c3_lProduct_4_6&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"67","Invisible Girl","A Novel","Lisa Jewell","Donna Banya, Katherine Kelly, Connor Swindells","9 hrs and 45 mins","10-13-20","English","4.5 out of 5 stars","852 ratings","$20.99","https://www.audible.com/pd/Invisible-Girl-Audiobook/1797111299?ref=a_adblbests_c3_lProduct_4_7&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"68","The Power of Now","A Guide to Spiritual Enlightenment","Eckhart Tolle","Eckhart Tolle","7 hrs and 37 mins","12-31-00","English","4.5 out of 5 stars","27,757 ratings","$20.00","https://www.audible.com/pd/The-Power-of-Now-Audiobook/B002V0PN36?ref=a_adblbests_c3_lProduct_4_8&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"69","Breath","The New Science of a Lost Art","James Nestor","James Nestor","7 hrs and 18 mins","05-26-20","English","5 out of 5 stars","2,380 ratings","$24.50","https://www.audible.com/pd/Breath-Audiobook/0593211510?ref=a_adblbests_c3_lProduct_4_9&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"70","The Law of Innocence",NA,"Michael Connelly","Peter Giles","12 hrs and 27 mins","11-10-20","English",NA,"Not rated yet","$30.79","https://www.audible.com/pd/The-Law-of-Innocence-Audiobook/1549129007?ref=a_adblbests_c3_lProduct_4_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"71","The Body Keeps the Score","Brain, Mind, and Body in the Healing of Trauma","Bessel Van der Kolk MD","Sean Pratt","16 hrs and 17 mins","09-25-14","English","5 out of 5 stars","10,613 ratings","$24.49","https://www.audible.com/pd/The-Body-Keeps-the-Score-Audiobook/B00OAOQJXY?ref=a_adblbests_c3_lProduct_4_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"72","American Buffalo","In Search of a Lost Icon","Steven Rinella","Steven Rinella","7 hrs and 42 mins","07-30-19","English","5 out of 5 stars","4,289 ratings","$24.50","https://www.audible.com/pd/American-Buffalo-Audiobook/0593150953?ref=a_adblbests_c3_lProduct_4_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"73","Burnout","The Secret to Unlocking the Stress Cycle","Emily Nagoski, Amelia Nagoski","Emily Nagoski, Amelia Nagoski","7 hrs and 1 min","03-26-19","English","4.5 out of 5 stars","987 ratings","$28.00","https://www.audible.com/pd/Burnout-Audiobook/B07M93FG5C?ref=a_adblbests_c3_lProduct_4_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"74","Too Much and Never Enough","How My Family Created the World's Most Dangerous Man","Mary L. Trump PhD","Mary L. Trump PhD","7 hrs and 5 mins","07-14-20","English","4.5 out of 5 stars","28,484 ratings","$18.89","https://www.audible.com/pd/Too-Much-and-Never-Enough-Audiobook/1797113860?ref=a_adblbests_c3_lProduct_4_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"75","The Way of Kings","The Stormlight Archive, Book 1","Brandon Sanderson","Kate Reading, Michael Kramer","45 hrs and 30 mins","08-31-10","English","5 out of 5 stars","73,179 ratings","$63.93","https://www.audible.com/pd/The-Way-of-Kings-Audiobook/B003ZWFO7E?ref=a_adblbests_c3_lProduct_4_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"76","The Meaning of Mariah Carey",NA,"Mariah Carey","Mariah Carey","11 hrs and 17 mins","09-29-20","English","5 out of 5 stars","5,047 ratings","$34.95","https://www.audible.com/pd/The-Meaning-of-Mariah-Carey-Audiobook/B08BW1VY1X?ref=a_adblbests_c3_lProduct_4_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"77","Educated","A Memoir","Tara Westover","Julia Whelan","12 hrs and 10 mins","02-20-18","English","5 out of 5 stars","104,070 ratings","$28.00","https://www.audible.com/pd/Educated-Audiobook/B075F8MBMQ?ref=a_adblbests_c3_lProduct_4_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"78","The Practice","Shipping Creative Work","Seth Godin","Seth Godin","5 hrs and 38 mins","11-03-20","English","5 out of 5 stars","21 ratings","$28.00","https://www.audible.com/pd/The-Practice-Audiobook/0593343980?ref=a_adblbests_c3_lProduct_4_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"79","Dare to Lead","Brave Work. Tough Conversations. Whole Hearts.","Brené Brown","Brené Brown","8 hrs and 10 mins","10-09-18","English","4.5 out of 5 stars","20,114 ratings","$24.50","https://www.audible.com/pd/Dare-to-Lead-Audiobook/B07DJYBXNC?ref=a_adblbests_c3_lProduct_4_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"80","The Parasitic Mind","How Infectious Ideas Are Killing Common Sense","Gad Saad","Jim Meskimen","7 hrs and 36 mins","10-06-20","English","5 out of 5 stars","365 ratings","$20.97","https://www.audible.com/pd/The-Parasitic-Mind-Audiobook/179993165X?ref=a_adblbests_c3_lProduct_4_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGAHK3FWEVKF83ZK69D"
"81","Rage",NA,"Bob Woodward","Robert Petkoff","13 hrs and 22 mins","09-15-20","English","5 out of 5 stars","7,452 ratings","$27.99","https://www.audible.com/pd/Rage-Audiobook/1797113046?ref=a_adblbests_c3_lProduct_5_1&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"82","A Kingdom of Flesh and Fire","A Blood and Ash Novel (Blood and Ash, Book 2)","Jennifer L. Armentrout","Stina Nielsen","24 hrs and 21 mins","11-03-20","English","5 out of 5 stars","73 ratings","$30.09","https://www.audible.com/pd/A-Kingdom-of-Flesh-and-Fire-Audiobook/1713548143?ref=a_adblbests_c3_lProduct_5_2&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"83","Daylight",NA,"David Baldacci","Brittany Pressley, Kyf Brewer","11 hrs and 37 mins","11-17-20","English",NA,"Not rated yet","$30.79","https://www.audible.com/pd/Daylight-Audiobook/1478999322?ref=a_adblbests_c3_lProduct_5_3&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"84","Battle Ground","Dresden Files, Book 17","Jim Butcher","James Marsters","15 hrs and 43 mins","09-29-20","English","5 out of 5 stars","9,830 ratings","$35.00","https://www.audible.com/pd/Battle-Ground-Audiobook/0593343050?ref=a_adblbests_c3_lProduct_5_4&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"85","The Giver of Stars","A Novel","Jojo Moyes","Julia Whelan","13 hrs and 52 mins","10-08-19","English","4.5 out of 5 stars","33,171 ratings","$31.50","https://www.audible.com/pd/The-Giver-of-Stars-Audiobook/0525530207?ref=a_adblbests_c3_lProduct_5_5&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"86","Troubled Blood","A Cormoran Strike Novel, Book 5","Robert Galbraith","Robert Glenister","31 hrs and 52 mins","09-15-20","English","5 out of 5 stars","3,662 ratings","$30.79","https://www.audible.com/pd/Troubled-Blood-Audiobook/1549157736?ref=a_adblbests_c3_lProduct_5_6&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"87","From Blood and Ash","Blood and Ash, Book 1","Jennifer L. Armentrout","Stina Nielsen","19 hrs and 46 mins","09-08-20","English","5 out of 5 stars","1,077 ratings","$31.49","https://www.audible.com/pd/From-Blood-and-Ash-Audiobook/1713548119?ref=a_adblbests_c3_lProduct_5_7&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"88","48 Laws of Power",NA,"Robert Greene","Richard Poe","23 hrs and 6 mins","05-01-15","English","4.5 out of 5 stars","14,603 ratings","$24.49","https://www.audible.com/pd/48-Laws-of-Power-Audiobook/B00WYDJ2YQ?ref=a_adblbests_c3_lProduct_5_8&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"89","The Salvage Crew",NA,"Yudhanjaya Wijeratne","Nathan Fillion","8 hrs and 21 mins","10-27-20","English","4.5 out of 5 stars","206 ratings","$34.99","https://www.audible.com/pd/The-Salvage-Crew-Audiobook/1774246775?ref=a_adblbests_c3_lProduct_5_9&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"90","White Fragility","Why It's So Hard for White People to Talk About Racism","Robin DiAngelo, Michael Eric Dyson - foreword","Amy Landon","6 hrs and 21 mins","06-26-18","English","4.5 out of 5 stars","16,469 ratings","$28.00","https://www.audible.com/pd/White-Fragility-Audiobook/B07D6XN8RJ?ref=a_adblbests_c3_lProduct_5_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"91","Is This Anything?",NA,"Jerry Seinfeld","Jerry Seinfeld","6 hrs and 19 mins","10-06-20","English","4.5 out of 5 stars","454 ratings","$20.99","https://www.audible.com/pd/Is-This-Anything-Audiobook/1797113062?ref=a_adblbests_c3_lProduct_5_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"92","How to Be an Antiracist",NA,"Ibram X. Kendi","Ibram X. Kendi","10 hrs and 43 mins","08-13-19","English","5 out of 5 stars","9,146 ratings","$28.00","https://www.audible.com/pd/How-to-Be-an-Antiracist-Audiobook/1984832212?ref=a_adblbests_c3_lProduct_5_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"93","The Gifts of Imperfection, 10th Anniversary Edition","Features a New Foreword","Brené Brown","Brené Brown","4 hrs and 31 mins","09-08-20","English","5 out of 5 stars","1,056 ratings","$17.50","https://www.audible.com/pd/The-Gifts-of-Imperfection-10th-Anniversary-Edition-Audiobook/059321515X?ref=a_adblbests_c3_lProduct_5_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"94","The Alchemist","A Fable About Following Your Dream","Paulo Coelho","Jeremy Irons","4 hrs","12-26-04","English","4.5 out of 5 stars","55,283 ratings","$23.95","https://www.audible.com/pd/The-Alchemist-Audiobook/B002V0Q4LG?ref=a_adblbests_c3_lProduct_5_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"95","The Total Money Makeover","A Proven Plan for Financial Fitness","Dave Ramsey","Dave Ramsey","3 hrs and 41 mins","11-07-03","English","4.5 out of 5 stars","35,695 ratings","$20.52","https://www.audible.com/pd/The-Total-Money-Makeover-Audiobook/B002UUKIR8?ref=a_adblbests_c3_lProduct_5_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"96","We Are Legion (We Are Bob)","Bobiverse, Book 1","Dennis E. Taylor","Ray Porter","9 hrs and 56 mins","09-20-16","English","4.5 out of 5 stars","83,528 ratings","$19.95","https://www.audible.com/pd/We-Are-Legion-We-Are-Bob-Audiobook/B01L082HJ2?ref=a_adblbests_c3_lProduct_5_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"97","Think and Grow Rich",NA,"Napoleon Hill","Erik Synnestvedt","9 hrs and 35 mins","10-16-07","English","4.5 out of 5 stars","21,870 ratings","$24.95","https://www.audible.com/pd/Think-and-Grow-Rich-Audiobook/B002V5D950?ref=a_adblbests_c3_lProduct_5_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"98","The Ballad of Songbirds and Snakes","A Hunger Games Novel","Suzanne Collins","Santino Fontana","16 hrs and 16 mins","05-19-20","English","4.5 out of 5 stars","13,853 ratings","$20.99","https://www.audible.com/pd/The-Ballad-of-Songbirds-and-Snakes-Audiobook/1338635204?ref=a_adblbests_c3_lProduct_5_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"99","If You Tell","A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood","Gregg Olsen","Karen Peakes","10 hrs and 34 mins","12-01-19","English","4.5 out of 5 stars","11,831 ratings","$29.99","https://www.audible.com/pd/If-You-Tell-Audiobook/1799708225?ref=a_adblbests_c3_lProduct_5_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
"100","The Things We Cannot Say",NA,"Kelly Rimmer","Ann Marie Gideon, Nancy Peterson","13 hrs and 42 mins","03-19-19","English","5 out of 5 stars","19,326 ratings","$31.93","https://www.audible.com/pd/The-Things-We-Cannot-Say-Audiobook/B07MBBHPQ5?ref=a_adblbests_c3_lProduct_5_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=D6ABDT92XN1W5W0CCYGF"
